text,legal_issue,bias_type,urgency,language,location,age,gender
Mere sasural wale dowry maang rahe hain.,dowry,none,normal,Hindi,Jaipur,45,male
Padosi mera zameen kabza kar raha hai.,property_dispute,caste_bias,distress,Hinglish,Delhi,59,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,class_bias,urgent,Hindi,Bhopal,43,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,distress,Hinglish,Jaipur,47,other
People are trolling and abusing me on social media.,cyber_bullying,none,urgent,Hinglish,Mumbai,45,male
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,Hindi,Delhi,49,other
Online log gaali de rahe hain.,cyber_bullying,class_bias,urgent,Hinglish,Hyderabad,54,other
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,urgent,Hindi,Hyderabad,49,female
Mere pati mujhe maarte hain roz.,domestic_violence,none,urgent,English,Bhopal,46,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hindi,Chennai,42,other
Padosi mera zameen kabza kar raha hai.,property_dispute,none,normal,English,Mumbai,39,male
Had to pay bribe for simple work.,bribery_corruption,none,normal,Hinglish,Patna,23,female
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,English,Bangalore,26,other
Promotion nahi mila kyunki main Class hoon.,workplace_discrimination,class_bias,normal,Hindi,Lucknow,27,female
They refused to register FIR citing my Caste identity.,FIR_denial,caste_bias,urgent,Hindi,Mumbai,47,female
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,distress,Hinglish,Bhopal,19,female
They are making me work overtime without pay.,labor_rights_violation,gender_bias,distress,Hindi,Delhi,36,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,distress,Hindi,Chennai,37,male
Office me biased treatment mil raha hai.,workplace_discrimination,class_bias,distress,Hindi,Jaipur,20,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,gender_bias,urgent,Hindi,Mumbai,42,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,normal,Hindi,Mumbai,18,female
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,urgent,English,Jaipur,52,other
Roz ghar pe violence hota hai.,domestic_violence,class_bias,urgent,English,Delhi,53,other
They are making me work overtime without pay.,labor_rights_violation,none,distress,Hinglish,Kolkata,51,male
Office wale badtameezi karte hain.,harassment,none,urgent,Hinglish,Bangalore,47,other
I am being harassed at workplace by senior.,harassment,none,urgent,Hindi,Bangalore,38,other
Husband is beating me daily.,domestic_violence,none,urgent,English,Delhi,52,female
Mere sasural wale dowry maang rahe hain.,dowry,gender_bias,distress,English,Bhopal,58,female
Property ka dispute chal raha hai.,property_dispute,class_bias,distress,Hinglish,Kolkata,38,male
Wife is denying me access to child.,child_custody,gender_bias,distress,Hinglish,Mumbai,48,female
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,normal,English,Delhi,47,other
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,urgent,English,Bhopal,32,female
Online log gaali de rahe hain.,cyber_bullying,class_bias,distress,English,Lucknow,30,male
My in-laws are torturing me for dowry.,dowry,caste_bias,urgent,Hinglish,Delhi,45,female
My in-laws are torturing me for dowry.,dowry,gender_bias,distress,Hinglish,Jaipur,37,male
I am being harassed at workplace by senior.,harassment,gender_bias,distress,Hindi,Jaipur,38,male
They are making me work overtime without pay.,labor_rights_violation,none,distress,Hindi,Bangalore,57,female
Roz ghar pe violence hota hai.,domestic_violence,none,distress,English,Lucknow,35,female
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,distress,Hinglish,Chennai,29,female
Neighbour encroaching on my land.,property_dispute,caste_bias,urgent,Hinglish,Hyderabad,24,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,distress,English,Mumbai,52,female
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,distress,Hindi,Lucknow,34,male
Online log gaali de rahe hain.,cyber_bullying,none,urgent,English,Hyderabad,48,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,caste_bias,urgent,Hinglish,Kolkata,22,other
Corruption ho raha hai har jagah.,bribery_corruption,none,distress,Hinglish,Hyderabad,18,female
Office wale badtameezi karte hain.,harassment,gender_bias,normal,Hinglish,Patna,37,male
Corruption ho raha hai har jagah.,bribery_corruption,none,normal,Hinglish,Bhopal,48,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,distress,English,Chennai,18,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,urgent,English,Chennai,18,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,class_bias,distress,English,Kolkata,35,other
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,distress,English,Hyderabad,38,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,urgent,Hinglish,Bangalore,25,other
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,normal,Hinglish,Hyderabad,39,male
Company salary nahi de rahi.,labor_rights_violation,class_bias,distress,English,Lucknow,24,male
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,urgent,Hinglish,Chennai,43,other
Promotion nahi mila kyunki main Gender hoon.,workplace_discrimination,gender_bias,urgent,Hindi,Jaipur,52,other
Padosi mera zameen kabza kar raha hai.,property_dispute,class_bias,normal,Hindi,Bhopal,40,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,urgent,English,Bhopal,31,male
Neighbour encroaching on my land.,property_dispute,gender_bias,normal,English,Patna,44,other
Online log gaali de rahe hain.,cyber_bullying,none,distress,Hindi,Bhopal,52,other
Company salary nahi de rahi.,labor_rights_violation,gender_bias,distress,Hindi,Bangalore,29,other
Roz ghar pe violence hota hai.,domestic_violence,none,normal,English,Delhi,46,female
They are making me work overtime without pay.,labor_rights_violation,caste_bias,normal,Hindi,Jaipur,57,male
Online log gaali de rahe hain.,cyber_bullying,caste_bias,normal,Hindi,Mumbai,58,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,caste_bias,urgent,English,Patna,19,male
Shopkeeper fraud kiya mere saath.,consumer_rights,none,normal,Hindi,Bangalore,35,other
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,normal,Hinglish,Hyderabad,32,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,distress,Hinglish,Hyderabad,39,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,caste_bias,distress,English,Lucknow,20,male
Office wale badtameezi karte hain.,harassment,caste_bias,distress,Hindi,Kolkata,49,other
Office wale badtameezi karte hain.,harassment,gender_bias,normal,Hinglish,Chennai,18,female
Roz ghar pe violence hota hai.,domestic_violence,none,urgent,Hindi,Jaipur,40,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,distress,English,Kolkata,37,male
I am being harassed at workplace by senior.,harassment,none,distress,Hindi,Kolkata,48,female
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,distress,Hinglish,Chennai,46,male
Landlord evicted me without any legal notice.,rent_eviction,none,normal,Hinglish,Hyderabad,35,female
Office wale badtameezi karte hain.,harassment,caste_bias,urgent,Hindi,Chennai,41,female
Online log gaali de rahe hain.,cyber_bullying,none,urgent,Hindi,Mumbai,42,other
Mere pati mujhe maarte hain roz.,domestic_violence,caste_bias,distress,English,Mumbai,40,male
Online log gaali de rahe hain.,cyber_bullying,class_bias,urgent,English,Bhopal,57,female
Office wale badtameezi karte hain.,harassment,none,normal,Hindi,Chennai,29,female
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,urgent,Hinglish,Patna,40,female
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,distress,English,Lucknow,29,other
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,distress,Hinglish,Bhopal,40,female
Company salary nahi de rahi.,labor_rights_violation,gender_bias,distress,English,Lucknow,54,female
Company salary nahi de rahi.,labor_rights_violation,none,urgent,English,Patna,37,other
Consumer complaint file karna hai.,consumer_rights,none,normal,English,Jaipur,18,male
They are making me work overtime without pay.,labor_rights_violation,none,distress,Hinglish,Bhopal,26,male
Product defective hai aur return nahi le rahe.,consumer_rights,class_bias,urgent,Hinglish,Chennai,54,other
Husband is beating me daily.,domestic_violence,none,distress,English,Lucknow,58,female
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,normal,Hindi,Kolkata,42,male
Neighbour encroaching on my land.,property_dispute,caste_bias,urgent,Hinglish,Lucknow,22,female
Neighbour encroaching on my land.,property_dispute,caste_bias,normal,Hindi,Lucknow,25,other
Boss discriminating against me for being None.,workplace_discrimination,none,normal,English,Mumbai,30,female
Mere pati mujhe maarte hain roz.,domestic_violence,gender_bias,urgent,English,Jaipur,47,male
Consumer complaint file karna hai.,consumer_rights,caste_bias,normal,Hinglish,Kolkata,48,female
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,normal,Hinglish,Jaipur,52,other
Child custody dispute with spouse.,child_custody,none,distress,Hinglish,Bhopal,52,male
Consumer complaint file karna hai.,consumer_rights,none,urgent,Hindi,Delhi,46,other
They refused to register FIR citing my None identity.,FIR_denial,none,normal,English,Patna,45,male
People are trolling and abusing me on social media.,cyber_bullying,class_bias,urgent,Hinglish,Chennai,33,other
My in-laws are torturing me for dowry.,dowry,caste_bias,distress,Hindi,Hyderabad,25,other
Roz ghar pe violence hota hai.,domestic_violence,class_bias,distress,Hinglish,Jaipur,24,male
People are trolling and abusing me on social media.,cyber_bullying,class_bias,normal,Hinglish,Hyderabad,42,male
Wife is denying me access to child.,child_custody,caste_bias,normal,Hinglish,Bhopal,57,female
They are making me work overtime without pay.,labor_rights_violation,gender_bias,distress,English,Jaipur,56,female
Child custody dispute with spouse.,child_custody,none,urgent,English,Bhopal,38,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,English,Hyderabad,21,male
My in-laws are torturing me for dowry.,dowry,caste_bias,distress,Hindi,Jaipur,51,female
Boss discriminating against me for being Caste.,workplace_discrimination,caste_bias,urgent,Hinglish,Bangalore,25,male
Company salary nahi de rahi.,labor_rights_violation,caste_bias,normal,English,Kolkata,24,male
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,urgent,English,Kolkata,34,other
Roz ghar pe violence hota hai.,domestic_violence,caste_bias,urgent,English,Bangalore,34,female
Consumer complaint file karna hai.,consumer_rights,caste_bias,urgent,Hindi,Bangalore,45,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,Hinglish,Jaipur,48,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,normal,English,Bhopal,46,female
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,gender_bias,distress,Hindi,Chennai,19,other
Wife is denying me access to child.,child_custody,caste_bias,normal,Hinglish,Kolkata,36,female
Shopkeeper fraud kiya mere saath.,consumer_rights,class_bias,distress,Hindi,Jaipur,55,male
Police FIR nahi likh rahi kyunki main Class hoon.,FIR_denial,class_bias,urgent,Hinglish,Kolkata,53,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,normal,Hindi,Hyderabad,36,male
Had to pay bribe for simple work.,bribery_corruption,caste_bias,normal,English,Bhopal,36,other
Wife is denying me access to child.,child_custody,none,normal,English,Kolkata,22,other
My in-laws are torturing me for dowry.,dowry,gender_bias,distress,English,Mumbai,33,other
Mujhe office me sexual harassment ho raha hai.,harassment,none,normal,Hindi,Kolkata,26,male
I am being harassed at workplace by senior.,harassment,class_bias,distress,Hindi,Hyderabad,55,female
Neighbour encroaching on my land.,property_dispute,class_bias,distress,Hindi,Delhi,46,male
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,distress,Hinglish,Bhopal,43,female
My in-laws are torturing me for dowry.,dowry,class_bias,urgent,Hinglish,Jaipur,21,male
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,urgent,English,Hyderabad,38,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,distress,Hindi,Mumbai,35,female
Company salary nahi de rahi.,labor_rights_violation,none,normal,Hindi,Jaipur,59,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,distress,Hinglish,Mumbai,34,other
Shopkeeper fraud kiya mere saath.,consumer_rights,class_bias,urgent,Hinglish,Bangalore,38,male
They are making me work overtime without pay.,labor_rights_violation,none,normal,Hindi,Delhi,53,male
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,urgent,Hinglish,Lucknow,27,female
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,distress,Hinglish,Lucknow,59,female
Had to pay bribe for simple work.,bribery_corruption,gender_bias,distress,Hinglish,Patna,28,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,none,urgent,English,Delhi,36,male
Online log gaali de rahe hain.,cyber_bullying,class_bias,urgent,English,Bangalore,21,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hindi,Patna,37,other
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,gender_bias,normal,Hindi,Bhopal,33,male
Neighbour encroaching on my land.,property_dispute,class_bias,distress,English,Chennai,59,other
Wife is denying me access to child.,child_custody,class_bias,distress,English,Mumbai,33,other
Neighbour encroaching on my land.,property_dispute,class_bias,normal,Hindi,Delhi,42,female
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,English,Jaipur,37,female
Shopkeeper fraud kiya mere saath.,consumer_rights,caste_bias,distress,Hinglish,Mumbai,38,other
Had to pay bribe for simple work.,bribery_corruption,class_bias,distress,Hinglish,Kolkata,32,other
Mere sasural wale dowry maang rahe hain.,dowry,gender_bias,urgent,Hindi,Chennai,54,other
Property ka dispute chal raha hai.,property_dispute,caste_bias,urgent,Hindi,Delhi,54,other
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,normal,Hinglish,Hyderabad,48,male
Shopkeeper fraud kiya mere saath.,consumer_rights,none,distress,Hindi,Chennai,59,female
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,distress,English,Jaipur,59,other
Property ka dispute chal raha hai.,property_dispute,caste_bias,normal,English,Chennai,38,other
They are making me work overtime without pay.,labor_rights_violation,class_bias,normal,Hindi,Jaipur,55,other
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,urgent,Hinglish,Kolkata,46,female
Padosi mera zameen kabza kar raha hai.,property_dispute,none,normal,Hinglish,Chennai,23,male
Police FIR nahi likh rahi kyunki main Caste hoon.,FIR_denial,caste_bias,normal,Hindi,Lucknow,42,other
